age,annual_income,loan_amount,credit_score,employment_years,existing_loans,dependents,missed_payments,debt_to_income_ratio,education,employment_type,residence_type,marital_status,loan_purpose,default
58,253372,253951,822,1,2,4,2,95.0,Graduate,Unemployed,Rented,Married,Vehicle,0
25,484525,241013,787,8,2,4,5,49.74,High School,Salaried,Mortgaged,Married,Personal,1
59,449997,437003,715,13,3,0,4,95.0,Postgraduate,Business,Rented,Married,Vehicle,1
27,458332,224638,688,6,2,1,2,49.01,High School,Salaried,Owned,Married,Personal,1
32,1090212,294714,749,6,0,3,6,27.03,Graduate,Unemployed,Rented,Married,Education,1
53,662411,78616,769,17,0,2,4,11.87,High School,Salaried,Owned,Single,Vehicle,0
49,703982,398587,632,0,0,2,3,56.62,Graduate,Salaried,Rented,Single,Personal,1
58,259192,571721,685,1,3,0,0,95.0,High School,Self-Employed,Mortgaged,Single,Home,1
50,506128,400972,562,3,4,2,6,79.22,Graduate,Salaried,Owned,Married,Business,1
45,697367,504652,769,19,4,3,5,72.37,Graduate,Business,Rented,Married,Education,1
34,424604,181546,835,9,1,0,4,42.76,High School,Self-Employed,Owned,Married,Home,0
21,849774,333085,696,3,0,2,5,39.2,Graduate,Self-Employed,Owned,Single,Home,1
25,385407,167958,541,6,3,4,4,43.58,Graduate,Salaried,Rented,Single,Business,1
32,586999,268113,733,19,0,2,1,45.68,Diploma,Business,Rented,Single,Home,1
22,521069,408110,627,13,3,4,1,78.32,Diploma,Salaried,Rented,Married,Personal,1
40,686151,314255,644,4,1,1,0,45.8,Diploma,Unemployed,Owned,Single,Business,1
51,509092,102230,734,4,4,0,0,20.08,Graduate,Business,Owned,Single,Home,0
58,590403,115896,708,1,3,3,5,19.63,High School,Self-Employed,Rented,Single,Vehicle,1
40,598051,106637,656,15,3,1,5,17.83,High School,Business,Rented,Married,Home,1
55,488435,368803,645,2,2,0,1,75.51,Graduate,Self-Employed,Rented,Single,Personal,1
59,756721,588945,699,5,4,0,4,77.83,High School,Self-Employed,Rented,Married,Education,1
54,702445,490744,661,6,2,4,0,69.86,Graduate,Salaried,Mortgaged,Married,Home,0
39,630505,50000,612,12,3,3,2,7.93,Diploma,Self-Employed,Rented,Divorced,Education,1
33,555299,498951,667,12,1,1,5,89.85,High School,Salaried,Owned,Married,Education,1
59,825240,431096,714,15,2,2,5,52.24,Postgraduate,Salaried,Rented,Single,Business,0
30,598116,83658,678,5,4,1,6,13.99,Postgraduate,Business,Rented,Single,Home,1
37,582527,257552,591,7,1,0,2,44.21,Graduate,Salaried,Mortgaged,Married,Home,1
23,673032,453373,759,7,0,4,6,67.36,Graduate,Self-Employed,Rented,Single,Vehicle,1
51,1023249,377061,498,0,1,4,5,36.85,High School,Salaried,Rented,Divorced,Business,1
46,355122,116727,659,14,1,1,2,32.87,High School,Salaried,Owned,Married,Business,0
24,819369,385504,647,10,2,1,2,47.05,High School,Business,Rented,Single,Vehicle,1
29,233502,50000,700,9,0,4,0,21.41,Graduate,Salaried,Mortgaged,Single,Home,0
42,697800,268805,729,19,0,2,6,38.52,High School,Self-Employed,Mortgaged,Divorced,Business,0
42,996518,459314,769,3,1,1,1,46.09,Postgraduate,Self-Employed,Owned,Divorced,Home,1
52,757507,302575,640,19,2,1,1,39.94,Graduate,Business,Owned,Married,Business,1
31,687538,230149,731,13,0,2,2,33.47,Diploma,Salaried,Rented,Single,Education,0
57,526701,424508,704,4,1,2,0,80.6,Postgraduate,Business,Rented,Married,Vehicle,0
38,656830,436465,570,13,1,0,5,66.45,High School,Salaried,Mortgaged,Single,Education,1
53,594546,483406,823,15,0,2,4,81.31,Diploma,Salaried,Owned,Single,Home,0
30,477085,422408,589,7,1,2,1,88.54,Postgraduate,Salaried,Mortgaged,Married,Business,1
22,586227,451392,719,6,1,1,1,77.0,Diploma,Salaried,Rented,Divorced,Home,1
23,693644,402607,717,16,0,1,0,58.04,High School,Self-Employed,Owned,Married,Education,0
35,481212,337174,709,3,3,2,6,70.07,High School,Salaried,Owned,Married,Education,1
58,472618,312531,655,0,0,1,3,66.13,Graduate,Salaried,Rented,Single,Home,1
22,350746,266784,748,13,2,4,4,76.06,Graduate,Self-Employed,Owned,Single,Business,1
35,735960,130268,581,18,3,2,1,17.7,Postgraduate,Self-Employed,Rented,Single,Personal,1
25,769971,166256,685,10,4,2,1,21.59,Graduate,Salaried,Rented,Married,Personal,0
57,700965,260518,651,2,2,1,3,37.17,Graduate,Salaried,Rented,Single,Home,1
47,862338,333803,643,10,2,4,1,38.71,High School,Salaried,Owned,Married,Home,0
50,669331,501714,720,5,3,0,4,74.96,High School,Self-Employed,Mortgaged,Single,Vehicle,1
48,736242,294148,765,16,4,2,6,39.95,Graduate,Unemployed,Rented,Married,Personal,1
46,716844,440487,666,12,1,0,2,61.45,High School,Self-Employed,Rented,Single,Education,1
51,629861,451104,745,6,3,3,4,71.62,Diploma,Self-Employed,Rented,Single,Vehicle,1
21,533219,267597,693,12,2,1,6,50.19,High School,Salaried,Rented,Married,Business,0
54,1137114,383257,628,13,0,1,6,33.7,High School,Unemployed,Mortgaged,Married,Home,1
49,550571,265906,672,13,3,0,0,48.3,High School,Salaried,Rented,Divorced,Education,0
49,503507,485099,669,7,4,3,0,95.0,Graduate,Salaried,Rented,Single,Education,1
36,745482,389018,641,11,0,1,6,52.18,Postgraduate,Salaried,Owned,Married,Business,1
52,705408,133332,720,0,0,1,6,18.9,Diploma,Salaried,Owned,Divorced,Business,1
35,340946,322613,706,8,4,4,2,94.62,High School,Business,Rented,Single,Vehicle,1
22,896989,530736,579,7,2,0,3,59.17,High School,Salaried,Owned,Married,Business,1
56,629277,274628,574,10,1,2,4,43.64,Diploma,Salaried,Rented,Divorced,Education,1
30,405595,362680,720,19,3,0,4,89.42,Graduate,Salaried,Mortgaged,Married,Home,1
24,911533,376423,633,19,1,0,5,41.3,Graduate,Unemployed,Rented,Married,Personal,1
45,787649,154873,711,9,1,0,2,19.66,High School,Business,Owned,Married,Personal,0
30,371801,371499,745,12,1,0,6,95.0,Graduate,Unemployed,Rented,Married,Personal,1
54,1040980,104863,601,2,2,4,0,10.07,High School,Business,Owned,Married,Business,1
38,794935,212413,591,9,0,2,0,26.72,Diploma,Unemployed,Rented,Divorced,Vehicle,1
21,647757,450601,807,13,1,4,6,69.56,High School,Salaried,Rented,Single,Education,1
58,999848,349946,715,13,1,1,1,35.0,Graduate,Salaried,Rented,Married,Vehicle,0
41,685046,257373,661,19,0,3,6,37.57,High School,Salaried,Rented,Married,Home,1
31,643822,362505,625,9,3,0,2,56.31,Graduate,Salaried,Rented,Single,Education,1
47,504734,291587,654,18,0,0,2,57.77,Diploma,Business,Owned,Married,Vehicle,1
41,778007,301761,607,19,4,0,0,38.79,Graduate,Salaried,Owned,Married,Home,1
22,754853,391955,752,11,0,4,6,51.92,Diploma,Salaried,Owned,Married,Personal,1
50,653230,198169,636,1,1,3,2,30.34,Postgraduate,Self-Employed,Mortgaged,Married,Home,0
36,476203,305647,767,7,0,3,1,64.18,Postgraduate,Salaried,Owned,Single,Education,1
48,678585,256282,662,15,1,4,3,37.77,Postgraduate,Salaried,Owned,Divorced,Personal,1
55,634644,78016,617,11,3,1,1,12.29,Graduate,Salaried,Owned,Married,Business,1
44,356636,171136,660,18,0,3,5,47.99,Postgraduate,Self-Employed,Rented,Married,Home,1
47,326201,519549,506,16,2,2,0,95.0,Diploma,Salaried,Owned,Single,Business,1
30,774334,353861,682,1,3,2,3,45.7,Diploma,Salaried,Rented,Married,Personal,1
30,180000,114698,678,17,2,3,2,63.72,Graduate,Salaried,Owned,Divorced,Personal,1
37,695190,84350,748,7,0,2,0,12.13,High School,Business,Rented,Single,Vehicle,0
54,544822,284297,558,16,3,0,0,52.18,Diploma,Salaried,Owned,Single,Home,0
41,937814,518566,771,10,0,0,3,55.3,Diploma,Salaried,Rented,Married,Business,0
34,541437,273854,747,9,0,2,2,50.58,Postgraduate,Unemployed,Owned,Married,Vehicle,1
51,795087,482980,778,1,2,2,0,60.75,Graduate,Business,Rented,Married,Personal,1
54,562679,349270,686,2,1,3,0,62.07,Diploma,Salaried,Mortgaged,Married,Business,1
56,675025,365975,761,11,0,2,5,54.22,Postgraduate,Salaried,Owned,Divorced,Personal,1
32,812104,112999,587,11,3,0,5,13.91,Postgraduate,Salaried,Mortgaged,Married,Personal,1
48,548238,431253,740,11,2,1,4,78.66,High School,Business,Owned,Married,Business,1
44,869242,253110,636,3,4,2,5,29.12,Graduate,Salaried,Rented,Married,Personal,1
38,431386,420833,574,10,2,4,0,95.0,Diploma,Unemployed,Rented,Married,Business,1
36,714810,186016,611,1,2,2,4,26.02,Graduate,Business,Owned,Single,Home,1
25,852981,324787,690,2,4,3,5,38.08,High School,Self-Employed,Rented,Single,Personal,1
31,795208,349280,632,9,0,3,1,43.92,Diploma,Salaried,Owned,Married,Business,1
42,1071618,278435,716,12,1,1,3,25.98,Diploma,Business,Rented,Married,Personal,0
55,482043,356636,563,13,3,4,5,73.98,Diploma,Business,Owned,Married,Vehicle,1
54,346587,262704,541,19,1,3,4,75.8,Diploma,Business,Mortgaged,Married,Vehicle,1
28,431246,209132,786,17,4,4,1,48.49,Graduate,Salaried,Owned,Married,Personal,0
47,795297,524768,753,7,1,3,4,65.98,Diploma,Business,Mortgaged,Single,Home,0
24,759543,446853,617,15,2,3,5,58.83,Diploma,Business,Owned,Married,Business,1
47,672496,193479,690,1,4,0,0,28.77,High School,Unemployed,Rented,Married,Education,1
34,402949,379582,761,17,1,2,3,94.2,Postgraduate,Self-Employed,Owned,Single,Home,1
38,818711,196025,719,7,4,0,3,23.94,Graduate,Self-Employed,Owned,Married,Home,0
48,380565,134144,700,15,0,3,2,35.25,High School,Salaried,Owned,Married,Personal,1
37,904969,444733,767,19,1,3,0,49.14,High School,Business,Rented,Married,Home,0
52,1278636,61426,639,14,2,2,0,4.8,Postgraduate,Unemployed,Owned,Married,Business,1
41,730619,429760,692,18,2,1,5,58.82,Postgraduate,Self-Employed,Rented,Single,Business,1
59,778284,264619,689,0,4,0,5,34.0,High School,Salaried,Mortgaged,Married,Business,1
45,541571,270383,671,3,4,3,2,49.93,Graduate,Salaried,Owned,Married,Education,1
32,251753,357365,663,12,3,3,6,95.0,Diploma,Self-Employed,Owned,Married,Home,1
51,517402,381368,695,10,3,2,6,73.71,Graduate,Business,Owned,Single,Personal,1
36,409563,184312,692,2,1,3,4,45.0,Graduate,Salaried,Owned,Divorced,Home,1
41,331659,400482,617,14,4,3,4,95.0,Graduate,Salaried,Rented,Single,Vehicle,1
26,1028919,315872,746,1,3,2,6,30.7,Diploma,Unemployed,Rented,Single,Personal,1
25,710030,124152,622,19,0,0,4,17.49,Diploma,Self-Employed,Owned,Married,Vehicle,0
43,733531,276218,675,3,4,4,6,37.66,Graduate,Salaried,Owned,Married,Vehicle,1
28,582015,493379,669,8,1,2,6,84.77,Graduate,Salaried,Rented,Married,Personal,1
59,611968,534723,715,16,2,3,1,87.38,Postgraduate,Salaried,Owned,Single,Home,1
54,862201,400429,542,10,2,4,4,46.44,Graduate,Salaried,Rented,Married,Home,1
48,642886,133352,752,14,4,1,5,20.74,High School,Self-Employed,Mortgaged,Married,Education,1
49,766753,368685,643,14,1,3,5,48.08,Graduate,Self-Employed,Owned,Divorced,Personal,1
44,606879,419121,775,18,1,0,2,69.06,High School,Self-Employed,Rented,Divorced,Personal,0
23,574726,401599,657,9,0,4,6,69.88,Postgraduate,Self-Employed,Rented,Married,Personal,1
36,340479,409894,687,19,1,0,3,95.0,Postgraduate,Salaried,Rented,Single,Personal,1
40,214895,350857,824,10,0,2,2,95.0,Postgraduate,Salaried,Rented,Single,Home,0
56,592456,289862,671,17,2,1,1,48.93,Graduate,Salaried,Rented,Divorced,Business,1
29,662429,214829,777,14,4,0,2,32.43,Graduate,Salaried,Rented,Married,Home,1
40,367051,50000,693,2,2,2,6,13.62,Graduate,Business,Rented,Married,Personal,0
34,642416,347550,719,12,4,4,5,54.1,Graduate,Salaried,Rented,Divorced,Personal,1
26,661826,326047,695,17,4,0,5,49.26,Diploma,Self-Employed,Rented,Married,Vehicle,1
25,180000,378061,749,2,0,1,6,95.0,Graduate,Salaried,Rented,Married,Personal,1
35,448673,112744,642,16,2,0,1,25.13,Graduate,Salaried,Owned,Divorced,Business,1
24,739598,390302,621,2,2,0,4,52.77,Graduate,Salaried,Mortgaged,Single,Home,1
23,735153,587636,645,17,1,1,2,79.93,High School,Self-Employed,Owned,Married,Business,1
34,396192,310983,697,15,4,2,5,78.49,Diploma,Self-Employed,Owned,Divorced,Personal,1
28,684859,291367,675,3,1,3,2,42.54,High School,Business,Owned,Single,Vehicle,0
42,874930,343260,740,14,0,3,5,39.23,High School,Salaried,Owned,Single,Home,1
21,820956,584527,781,2,2,3,5,71.2,Diploma,Self-Employed,Rented,Married,Personal,1
32,629037,156689,622,11,1,3,5,24.91,Postgraduate,Business,Owned,Married,Education,1
38,547045,328449,639,18,1,1,6,60.04,Diploma,Salaried,Rented,Single,Education,1
58,511544,188048,589,4,2,4,5,36.76,High School,Salaried,Rented,Single,Business,1
45,752920,223419,832,3,3,0,2,29.67,Graduate,Salaried,Owned,Single,Business,0
55,692923,293057,711,8,1,3,3,42.29,Postgraduate,Salaried,Owned,Single,Vehicle,0
34,788469,488625,724,7,1,0,3,61.97,Graduate,Business,Rented,Married,Home,1
38,679012,552139,596,0,0,3,0,81.31,Graduate,Salaried,Rented,Married,Personal,1
37,830128,362740,690,9,1,0,4,43.7,Diploma,Self-Employed,Owned,Married,Education,1
55,670810,247277,726,5,2,1,3,36.86,Graduate,Business,Owned,Single,Business,0
58,822632,648983,672,2,3,1,2,78.89,High School,Salaried,Owned,Married,Personal,1
58,841581,240142,765,5,1,3,0,28.53,Diploma,Self-Employed,Owned,Single,Home,0
50,473004,220041,850,0,0,0,3,46.52,Postgraduate,Salaried,Owned,Married,Personal,0
40,252208,51508,624,18,2,1,4,20.42,Postgraduate,Self-Employed,Mortgaged,Divorced,Personal,1
42,989568,495453,618,19,3,1,0,50.07,High School,Salaried,Owned,Married,Personal,1
59,706465,435554,629,7,0,3,4,61.65,Diploma,Salaried,Owned,Divorced,Vehicle,1
32,272813,638493,802,17,2,4,1,95.0,Graduate,Salaried,Mortgaged,Single,Vehicle,0
34,492960,105467,763,9,0,3,1,21.39,Graduate,Business,Rented,Single,Business,0
55,819812,504144,681,18,2,2,2,61.5,High School,Self-Employed,Rented,Married,Personal,0
36,588471,309819,693,3,3,1,2,52.65,Diploma,Business,Rented,Single,Personal,0
30,537346,412854,633,5,3,4,6,76.83,Graduate,Salaried,Mortgaged,Divorced,Education,1
42,958194,69311,752,14,3,0,0,7.23,Postgraduate,Unemployed,Owned,Single,Education,0
33,419597,505531,663,4,3,0,2,95.0,Diploma,Salaried,Owned,Married,Home,1
55,474406,410112,672,16,1,1,5,86.45,Graduate,Business,Mortgaged,Single,Business,1
56,696505,294553,733,8,4,1,1,42.29,Graduate,Business,Rented,Single,Personal,0
32,735900,390316,677,8,1,2,6,53.04,High School,Self-Employed,Mortgaged,Married,Personal,1
41,759195,192831,674,9,1,4,5,25.4,Graduate,Salaried,Owned,Divorced,Vehicle,1
59,850472,218878,691,15,3,3,6,25.74,Graduate,Business,Mortgaged,Married,Personal,1
49,693687,235118,746,0,1,1,6,33.89,High School,Business,Owned,Married,Home,1
29,757664,50000,805,15,0,1,0,6.6,High School,Salaried,Rented,Single,Education,0
44,592974,420646,731,15,3,3,3,70.94,Postgraduate,Business,Mortgaged,Single,Business,1
45,663794,466823,746,16,3,1,5,70.33,Postgraduate,Salaried,Owned,Single,Education,1
46,673658,201812,676,19,2,4,0,29.96,High School,Self-Employed,Owned,Married,Personal,0
21,697322,348748,640,15,0,2,3,50.01,High School,Self-Employed,Rented,Single,Business,1
32,819959,262824,736,10,3,2,4,32.05,Diploma,Business,Mortgaged,Single,Home,1
54,772132,345958,702,9,0,4,5,44.81,High School,Salaried,Owned,Married,Home,1
30,659728,212139,590,7,2,1,2,32.16,High School,Salaried,Mortgaged,Married,Education,1
32,471992,176320,667,16,2,2,6,37.36,Diploma,Self-Employed,Owned,Single,Business,1
33,664888,447290,684,7,3,2,4,67.27,Diploma,Salaried,Owned,Single,Education,1
27,643836,291058,654,11,4,1,0,45.21,Graduate,Self-Employed,Owned,Married,Vehicle,0
27,692500,583095,794,1,0,0,1,84.2,Diploma,Salaried,Mortgaged,Married,Home,0
34,1135436,306483,724,6,0,1,6,26.99,Diploma,Business,Owned,Single,Personal,0
55,534770,170349,786,5,2,0,0,31.85,Graduate,Salaried,Rented,Married,Education,1
21,742904,471772,708,8,4,3,0,63.5,Graduate,Salaried,Owned,Single,Education,0
32,885062,388312,696,10,0,0,2,43.87,High School,Salaried,Mortgaged,Divorced,Education,1
23,671560,401762,624,14,2,1,6,59.83,Postgraduate,Salaried,Rented,Divorced,Vehicle,1
42,1164326,466684,691,8,2,4,4,40.08,High School,Salaried,Owned,Single,Vehicle,1
30,566831,208609,691,3,1,2,1,36.8,High School,Salaried,Owned,Married,Home,0
51,721300,282185,594,10,3,3,2,39.12,Graduate,Self-Employed,Owned,Single,Business,1
43,474263,275997,652,1,1,3,6,58.19,Graduate,Salaried,Owned,Married,Vehicle,1
51,572665,119295,667,16,2,1,1,20.83,Diploma,Self-Employed,Rented,Married,Vehicle,1
45,704765,263097,719,15,4,3,4,37.33,Graduate,Business,Rented,Married,Personal,1
38,836187,487093,722,4,1,1,3,58.25,High School,Self-Employed,Rented,Single,Vehicle,1
54,720201,333227,649,5,0,3,5,46.27,Graduate,Salaried,Rented,Single,Education,1
39,927005,111551,723,0,4,3,5,12.03,Postgraduate,Salaried,Rented,Married,Vehicle,0
58,629108,82182,677,7,1,4,5,13.06,High School,Salaried,Owned,Married,Vehicle,1
59,576923,533069,489,0,3,4,0,92.4,Graduate,Self-Employed,Owned,Married,Home,1
43,1244877,287355,656,18,3,0,3,23.08,High School,Self-Employed,Owned,Married,Personal,1
47,736732,209363,766,2,2,1,4,28.42,High School,Salaried,Rented,Married,Education,1
30,491714,261641,572,13,0,2,2,53.21,Graduate,Salaried,Owned,Married,Business,1
52,497262,93177,698,11,4,1,4,18.74,Postgraduate,Salaried,Rented,Divorced,Personal,1
47,442610,499233,801,4,3,3,4,95.0,High School,Salaried,Owned,Married,Home,1
56,856045,244973,637,16,2,4,2,28.62,High School,Unemployed,Rented,Divorced,Business,1
31,569837,491436,690,2,4,1,0,86.24,High School,Salaried,Owned,Divorced,Home,1
51,678020,307231,599,17,3,4,6,45.31,High School,Salaried,Rented,Single,Education,1
39,636028,500134,804,14,3,4,5,78.63,Graduate,Salaried,Owned,Married,Personal,1
28,810928,335937,684,12,0,4,6,41.43,Graduate,Salaried,Owned,Married,Home,0
27,463716,419453,693,17,3,0,2,90.45,High School,Salaried,Owned,Single,Personal,1
42,413374,400673,785,8,1,1,2,95.0,High School,Salaried,Rented,Married,Business,1
33,699345,387261,736,5,0,0,2,55.37,Diploma,Salaried,Rented,Married,Vehicle,0
24,782211,348711,629,3,1,0,0,44.58,Graduate,Salaried,Owned,Married,Home,1
37,723157,267401,645,18,0,0,1,36.98,Postgraduate,Self-Employed,Rented,Single,Business,0
46,471920,568161,725,8,0,2,2,95.0,High School,Self-Employed,Rented,Married,Education,0
33,799047,173029,646,16,3,0,6,21.65,Graduate,Salaried,Rented,Married,Home,1
58,486351,300603,542,6,2,1,1,61.81,Postgraduate,Business,Rented,Married,Education,1
51,535261,302084,686,19,1,4,3,56.44,High School,Salaried,Owned,Single,Home,1
40,442330,356342,586,17,0,4,3,80.56,Graduate,Unemployed,Rented,Married,Personal,1
57,936255,239874,803,6,3,4,2,25.62,Postgraduate,Unemployed,Rented,Single,Vehicle,0
37,789353,344064,702,9,3,0,6,43.59,Graduate,Salaried,Rented,Single,Education,1
26,783099,276362,627,15,2,3,0,35.29,Diploma,Salaried,Owned,Single,Personal,1
22,924387,78527,641,4,0,3,6,8.5,Graduate,Business,Rented,Divorced,Business,1
57,1268783,301337,558,0,0,0,5,23.75,Graduate,Salaried,Owned,Single,Personal,1
58,273970,145921,613,5,0,4,2,53.26,Graduate,Salaried,Rented,Married,Personal,0
49,487557,57186,761,11,0,2,5,11.73,Graduate,Self-Employed,Owned,Married,Home,0
25,514441,319162,846,2,4,4,3,62.04,Graduate,Self-Employed,Owned,Married,Vehicle,0
32,462820,368304,741,6,1,0,6,79.58,High School,Business,Rented,Divorced,Business,1
22,412932,373738,684,18,3,3,0,90.51,Graduate,Business,Mortgaged,Single,Home,1
22,584076,379404,660,1,4,0,0,64.96,Graduate,Business,Owned,Single,Business,1
30,382347,50000,623,1,4,4,3,13.08,Graduate,Business,Rented,Single,Home,1
43,723709,109458,834,8,1,3,6,15.12,Postgraduate,Self-Employed,Rented,Married,Personal,0
23,661374,576293,677,0,2,0,0,87.14,Graduate,Self-Employed,Mortgaged,Divorced,Business,1
59,755826,153391,838,0,2,1,5,20.29,High School,Unemployed,Rented,Married,Business,0
38,761700,385518,788,3,0,1,6,50.61,High School,Unemployed,Owned,Married,Education,1
31,782662,203829,568,2,3,0,3,26.04,High School,Business,Owned,Single,Personal,1
41,567850,311154,643,16,2,0,6,54.8,Graduate,Business,Rented,Divorced,Business,1
51,1116652,211344,643,2,1,4,5,18.93,Diploma,Self-Employed,Owned,Married,Personal,0
33,701575,378616,684,10,2,4,1,53.97,High School,Salaried,Mortgaged,Single,Personal,1
22,240253,319148,686,14,3,2,5,95.0,Graduate,Business,Mortgaged,Divorced,Home,1
22,429477,237239,850,12,0,4,4,55.24,Postgraduate,Salaried,Mortgaged,Married,Home,0
54,267089,152976,615,13,3,3,0,57.28,High School,Salaried,Owned,Single,Home,0
25,653814,337488,706,7,4,0,3,51.62,Graduate,Salaried,Rented,Single,Business,1
45,623203,130219,733,17,3,3,4,20.9,Postgraduate,Self-Employed,Rented,Single,Business,1
35,546946,359847,690,1,3,0,5,65.79,High School,Self-Employed,Owned,Married,Vehicle,1
51,1092404,667708,698,2,0,4,5,61.12,Graduate,Salaried,Owned,Married,Personal,0
23,770776,489024,617,17,3,1,3,63.45,Diploma,Salaried,Owned,Divorced,Home,1
56,809742,400569,697,1,3,0,2,49.47,Graduate,Salaried,Owned,Single,Personal,0
48,445164,288015,726,3,2,1,1,64.7,Graduate,Salaried,Mortgaged,Married,Education,1
38,430188,50000,713,3,2,3,0,11.62,Graduate,Salaried,Mortgaged,Married,Education,0
29,658097,114880,730,0,3,4,4,17.46,Postgraduate,Self-Employed,Owned,Married,Home,1
59,688062,479591,789,2,0,2,6,69.7,Diploma,Salaried,Rented,Married,Business,0
32,241611,189434,756,11,1,0,0,78.4,Diploma,Salaried,Owned,Married,Personal,0
40,610332,202105,695,13,3,4,4,33.11,Diploma,Salaried,Owned,Married,Vehicle,1
36,653096,276809,608,1,4,3,4,42.38,High School,Self-Employed,Owned,Married,Education,1
29,602667,151314,648,18,1,2,1,25.11,Postgraduate,Business,Rented,Single,Business,1
37,471054,128252,675,1,2,2,1,27.23,Postgraduate,Salaried,Rented,Married,Vehicle,0
26,531302,292934,708,13,4,4,1,55.14,Graduate,Salaried,Mortgaged,Married,Business,1
21,611091,175186,657,16,0,1,4,28.67,Diploma,Self-Employed,Mortgaged,Single,Education,0
32,669976,196257,624,10,1,0,2,29.29,Postgraduate,Salaried,Owned,Single,Personal,1
25,783054,190633,607,9,0,0,5,24.34,Postgraduate,Business,Rented,Divorced,Business,1
37,887788,373130,574,2,1,3,2,42.03,Postgraduate,Unemployed,Owned,Single,Home,1
54,585244,267502,674,4,3,4,0,45.71,High School,Self-Employed,Owned,Single,Personal,1
27,549646,275000,587,17,1,3,0,50.03,Graduate,Unemployed,Rented,Married,Vehicle,1
21,746284,383572,620,6,4,3,2,51.4,High School,Salaried,Owned,Single,Personal,1
25,784386,280114,662,0,4,1,2,35.71,High School,Salaried,Owned,Single,Business,0
40,554476,261044,596,14,4,2,5,47.08,Diploma,Salaried,Owned,Single,Home,1
31,823887,365863,717,13,3,0,3,44.41,Graduate,Salaried,Owned,Single,Business,0
40,865509,393548,742,1,3,1,1,45.47,Graduate,Salaried,Mortgaged,Married,Home,1
22,934171,279410,652,1,2,3,1,29.91,Postgraduate,Salaried,Owned,Married,Personal,1
33,1041231,311285,659,2,4,4,3,29.9,Diploma,Self-Employed,Rented,Single,Personal,1
36,459388,190549,728,1,0,4,2,41.48,Diploma,Salaried,Mortgaged,Married,Business,0
37,653058,179504,640,12,3,4,4,27.49,High School,Self-Employed,Rented,Married,Education,1
42,652481,407681,635,2,0,0,6,62.48,Graduate,Salaried,Owned,Single,Business,1
51,628424,362292,774,12,1,4,2,57.65,Graduate,Salaried,Mortgaged,Married,Education,0
39,507162,363742,752,3,1,1,3,71.72,High School,Salaried,Owned,Single,Home,1
53,323176,339320,732,19,3,3,5,95.0,Graduate,Self-Employed,Owned,Single,Personal,1
